query_record_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
61757,8,6,1,1,8,12.5
61758,1,1,0,0,1,0.0
61759,1,1,0,0,1,0.0
61760,2,1,1,0,2,0.0
61761,1,1,0,0,1,0.0
61762,2,2,0,0,2,0.0
61763,7,6,1,0,7,0.0
61764,5,4,1,0,5,0.0
61765,1,1,0,0,1,0.0
61767,7,6,1,0,7,0.0
61768,2,2,0,0,2,0.0
61770,1,1,0,0,1,0.0
61771,3,0,3,0,3,0.0
61772,1,1,0,0,1,0.0
61773,4,4,0,0,4,0.0
61774,1,1,0,0,1,0.0
61775,1,1,0,0,1,0.0
61776,1,0,1,0,1,0.0
61777,1,1,0,0,1,0.0
61778,1,1,0,0,1,0.0
61779,4,3,1,0,4,0.0
61780,7,7,0,0,7,0.0
61781,2,1,1,0,2,0.0
61782,2,0,2,0,2,0.0
61783,2,1,0,1,2,50.0
61784,1,1,0,0,1,0.0
61785,2,1,1,0,2,0.0
61786,2,0,2,0,2,0.0
61788,4,2,2,0,4,0.0
61789,1,1,0,0,1,0.0
61790,1,0,1,0,1,0.0
61792,2,1,0,1,2,50.0
61793,3,2,1,0,3,0.0
61794,3,3,0,0,3,0.0
61795,2,0,2,0,2,0.0
61796,1,0,0,1,1,100.0
61797,1,1,0,0,1,0.0
61798,2,2,0,0,2,0.0
61799,1,1,0,0,1,0.0
61801,1,1,0,0,1,0.0
61802,1,1,0,0,1,0.0
61804,1,1,0,0,1,0.0
61805,1,1,0,0,1,0.0
61806,3,3,0,0,3,0.0
61808,1,1,0,0,1,0.0
61809,6,6,0,0,6,0.0
61810,1,0,1,0,1,0.0
61811,3,2,0,1,3,33.33
61812,1,1,0,0,1,0.0
61813,3,2,1,0,3,0.0
61814,1,0,0,1,1,100.0
61815,3,3,0,0,3,0.0
61816,1,1,0,0,1,0.0
61817,1,0,1,0,1,0.0
61818,2,2,0,0,2,0.0
61819,6,5,1,0,6,0.0
61820,1,0,1,0,1,0.0
61822,3,2,1,0,3,0.0
61823,2,2,0,0,2,0.0
61824,1,1,0,0,1,0.0
61825,2,1,1,0,2,0.0
61826,3,3,0,0,3,0.0
61828,5,5,0,0,5,0.0
61829,1,1,0,0,1,0.0
61830,2,1,1,0,2,0.0
61831,3,2,1,0,3,0.0
61832,1,0,1,0,1,0.0
61833,1,1,0,0,1,0.0
61834,1,1,0,0,1,0.0
61835,3,2,1,0,3,0.0
61836,1,1,0,0,1,0.0
61837,4,1,3,0,4,0.0
61838,1,0,0,1,1,100.0
61839,1,0,1,0,1,0.0
61840,1,0,1,0,1,0.0
61841,3,3,0,0,2,0.0
61843,1,1,0,0,1,0.0
61844,1,1,0,0,1,0.0
61845,2,2,0,0,2,0.0
61846,1,1,0,0,1,0.0
61847,1,0,1,0,1,0.0
61848,1,1,0,0,1,0.0
61849,1,1,0,0,1,0.0
61850,3,2,1,0,3,0.0
61851,1,1,0,0,1,0.0
61852,2,0,2,0,2,0.0
61853,2,1,1,0,2,0.0
61854,2,1,1,0,2,0.0
61855,7,7,0,0,7,0.0
61791,2,2,0,0,2,0.0
61857,2,2,0,0,2,0.0
61858,8,3,4,1,7,12.5
61859,3,2,1,0,3,0.0
61860,3,3,0,0,3,0.0
61861,2,1,1,0,2,0.0
61862,2,2,0,0,2,0.0
61863,3,3,0,0,3,0.0
61864,1,1,0,0,1,0.0
61866,4,4,0,0,4,0.0
61867,1,1,0,0,1,0.0
61868,1,0,1,0,1,0.0
61869,2,1,1,0,2,0.0
61871,2,2,0,0,2,0.0
61872,3,2,1,0,3,0.0
61873,2,2,0,0,2,0.0
61874,1,0,1,0,1,0.0
61875,3,2,1,0,3,0.0
61876,2,0,2,0,2,0.0
61877,2,2,0,0,2,0.0
61878,1,1,0,0,1,0.0
61879,1,1,0,0,1,0.0
61880,2,2,0,0,2,0.0
61881,1,1,0,0,1,0.0
61882,1,1,0,0,1,0.0
61883,1,1,0,0,1,0.0
61884,1,0,0,1,1,100.0
61886,2,0,1,1,2,50.0
61887,11,11,0,0,11,0.0
61888,1,1,0,0,1,0.0
61889,3,3,0,0,3,0.0
61890,1,1,0,0,1,0.0
61891,2,1,1,0,2,0.0
61892,8,8,0,0,8,0.0
61893,2,2,0,0,2,0.0
61894,1,1,0,0,1,0.0
61895,1,0,1,0,1,0.0
61897,1,1,0,0,1,0.0
61898,12,5,4,3,12,25.0
61899,2,2,0,0,2,0.0
61900,2,0,2,0,2,0.0
61901,5,3,2,0,5,0.0
61902,1,1,0,0,1,0.0
61903,1,1,0,0,1,0.0
61904,3,3,0,0,3,0.0
61905,8,3,5,0,8,0.0
61906,1,1,0,0,1,0.0
61907,6,5,1,0,6,0.0
61908,2,2,0,0,2,0.0
61909,1,1,0,0,1,0.0
61910,4,1,3,0,4,0.0
61912,2,1,1,0,2,0.0
61913,1,0,1,0,1,0.0
61914,4,4,0,0,4,0.0
61915,3,3,0,0,3,0.0
61916,2,2,0,0,2,0.0
61917,1,1,0,0,1,0.0
61918,2,2,0,0,2,0.0
61919,7,7,0,0,7,0.0
61920,4,4,0,0,4,0.0
61921,1,1,0,0,1,0.0
61922,1,1,0,0,1,0.0
61923,1,1,0,0,1,0.0
61924,4,3,1,0,4,0.0
61925,1,0,0,1,1,100.0
61926,2,1,0,1,2,50.0
61928,1,1,0,0,1,0.0
61929,2,0,2,0,2,0.0
61930,2,2,0,0,2,0.0
61932,1,1,0,0,1,0.0
61933,2,1,1,0,2,0.0
61934,9,0,9,0,9,0.0
61935,1,0,1,0,1,0.0
61937,2,2,0,0,2,0.0
61938,1,1,0,0,1,0.0
61939,2,1,1,0,2,0.0
61940,1,0,1,0,1,0.0
61941,3,2,1,0,3,0.0
61942,2,1,1,0,2,0.0
61943,1,1,0,0,1,0.0
61944,2,1,0,1,2,50.0
61945,1,1,0,0,1,0.0
61946,2,2,0,0,2,0.0
61947,2,0,2,0,2,0.0
61948,8,6,2,0,7,0.0
61949,2,2,0,0,2,0.0
61950,1,1,0,0,1,0.0
61951,1,0,0,1,1,100.0
61952,2,0,2,0,2,0.0
61953,1,1,0,0,1,0.0
61954,1,1,0,0,1,0.0
61955,1,0,1,0,1,0.0
61956,2,0,1,1,2,50.0
61958,1,1,0,0,1,0.0
61959,1,1,0,0,1,0.0
61960,1,1,0,0,1,0.0
61961,1,1,0,0,1,0.0
61962,1,0,1,0,1,0.0
61963,2,2,0,0,2,0.0
61964,1,0,1,0,1,0.0
61965,13,12,1,0,13,0.0
57146,5,3,2,0,4,0.0
61966,2,2,0,0,2,0.0
61967,2,2,0,0,2,0.0
61968,2,2,0,0,2,0.0
61969,2,2,0,0,2,0.0
61970,6,4,2,0,6,0.0
61971,2,1,1,0,2,0.0
61972,3,3,0,0,3,0.0
61315,1,1,0,0,1,0.0
61318,1,1,0,0,1,0.0
61322,1,1,0,0,1,0.0
61340,1,0,1,0,1,0.0
61344,1,1,0,0,1,0.0
61375,1,0,1,0,1,0.0
61386,2,1,1,0,2,0.0
61392,1,1,0,0,1,0.0
61404,2,2,0,0,2,0.0
61409,1,0,1,0,1,0.0
61424,1,1,0,0,1,0.0
61431,2,2,0,0,2,0.0
61447,1,1,0,0,1,0.0
61456,1,1,0,0,1,0.0
61472,1,1,0,0,1,0.0
61504,2,2,0,0,2,0.0
61515,1,1,0,0,1,0.0
61525,1,0,0,1,1,100.0
61552,1,1,0,0,1,0.0
61555,1,1,0,0,1,0.0
61557,1,1,0,0,1,0.0
61561,1,0,0,1,1,100.0
61566,3,3,0,0,2,0.0
61585,3,3,0,0,3,0.0
61586,1,1,0,0,1,0.0
61587,3,3,0,0,3,0.0
61590,1,1,0,0,1,0.0
61592,1,0,1,0,1,0.0
61600,1,0,1,0,1,0.0
61612,1,0,1,0,1,0.0
61636,1,1,0,0,1,0.0
61660,1,0,1,0,1,0.0
61671,1,0,1,0,1,0.0
61678,2,1,1,0,2,0.0
61683,1,1,0,0,1,0.0
61696,1,1,0,0,1,0.0
61714,1,1,0,0,1,0.0
61717,1,0,1,0,1,0.0
61733,1,0,0,1,1,100.0
61737,1,0,0,1,1,100.0
61746,1,0,0,1,1,100.0
61754,7,7,0,0,7,0.0
61769,2,2,0,0,2,0.0
61787,1,1,0,0,1,0.0
61800,1,1,0,0,1,0.0
61803,1,1,0,0,1,0.0
61807,1,1,0,0,1,0.0
61821,1,1,0,0,1,0.0
61827,1,1,0,0,1,0.0
61842,2,2,0,0,2,0.0
61856,1,0,1,0,1,0.0
61870,1,1,0,0,1,0.0
61885,1,1,0,0,1,0.0
61896,1,1,0,0,1,0.0
61911,1,0,1,0,1,0.0
61927,1,0,1,0,1,0.0
61936,1,1,0,0,1,0.0
61957,1,1,0,0,1,0.0
61973,2,0,1,1,2,50.0
61974,2,1,1,0,2,0.0
61975,1,1,0,0,1,0.0
61976,2,1,1,0,2,0.0
61977,2,1,1,0,2,0.0
61978,1,1,0,0,1,0.0
61979,1,1,0,0,1,0.0
61980,1,1,0,0,1,0.0
61981,9,7,1,1,9,11.11
61982,4,0,3,1,4,25.0
61983,1,0,0,1,1,100.0
61984,1,1,0,0,1,0.0
61985,1,1,0,0,1,0.0
61986,1,0,1,0,1,0.0
61987,1,1,0,0,1,0.0
61988,1,1,0,0,1,0.0
61989,1,1,0,0,1,0.0
61990,1,1,0,0,1,0.0
61991,1,0,1,0,1,0.0
61992,1,0,1,0,1,0.0
61994,2,2,0,0,2,0.0
61995,1,0,0,1,1,100.0
61996,1,1,0,0,1,0.0
61997,1,1,0,0,1,0.0
61998,1,0,1,0,1,0.0
62000,1,0,0,1,1,100.0
62001,3,2,1,0,3,0.0
62002,9,5,4,0,9,0.0
62003,1,1,0,0,1,0.0
62006,1,0,0,1,1,100.0
62007,1,1,0,0,1,0.0
62008,2,1,1,0,2,0.0
62009,2,1,1,0,2,0.0
62011,3,3,0,0,2,0.0
62012,1,0,1,0,1,0.0
62013,2,2,0,0,2,0.0
62014,1,0,0,1,1,100.0
62016,3,1,2,0,3,0.0
62017,2,2,0,0,2,0.0
62018,1,1,0,0,1,0.0
62019,2,2,0,0,2,0.0
62020,1,1,0,0,1,0.0
62021,4,1,1,2,4,50.0
62022,1,1,0,0,1,0.0
62023,1,0,1,0,1,0.0
62024,1,1,0,0,1,0.0
62025,1,0,1,0,1,0.0
62026,3,2,1,0,3,0.0
62028,3,1,2,0,3,0.0
62029,2,2,0,0,1,0.0
62030,2,0,2,0,2,0.0
62031,1,1,0,0,1,0.0
62033,1,0,1,0,1,0.0
62034,1,0,1,0,1,0.0
62035,2,2,0,0,2,0.0
62036,1,1,0,0,1,0.0
62037,2,2,0,0,2,0.0
62038,1,1,0,0,1,0.0
62039,2,1,0,1,2,50.0
62040,1,0,1,0,1,0.0
62042,1,1,0,0,1,0.0
62043,3,3,0,0,3,0.0
62044,1,0,0,1,1,100.0
62045,4,3,1,0,4,0.0
62047,4,4,0,0,4,0.0
62048,3,3,0,0,2,0.0
62049,2,2,0,0,2,0.0
62050,1,0,1,0,1,0.0
62052,3,1,1,1,3,33.33
62054,1,1,0,0,1,0.0
62055,1,0,0,1,1,100.0
62056,3,2,0,1,3,33.33
62057,1,0,0,1,1,100.0
62058,1,1,0,0,1,0.0
62059,1,0,1,0,1,0.0
62060,1,0,0,1,1,100.0
62061,6,6,0,0,6,0.0
62062,2,1,1,0,2,0.0
62063,1,1,0,0,1,0.0
62064,9,9,0,0,9,0.0
62065,1,1,0,0,1,0.0
62066,5,2,3,0,5,0.0
62067,2,1,1,0,2,0.0
62068,1,1,0,0,1,0.0
62069,1,0,1,0,1,0.0
62071,1,1,0,0,1,0.0
62072,1,1,0,0,1,0.0
62073,1,1,0,0,1,0.0
62074,6,5,1,0,6,0.0
62075,1,1,0,0,1,0.0
62076,5,3,1,1,5,20.0
62077,1,1,0,0,1,0.0
62078,3,3,0,0,3,0.0
62079,1,0,1,0,1,0.0
62080,1,1,0,0,1,0.0
62081,1,1,0,0,1,0.0
62082,1,1,0,0,1,0.0
62083,1,1,0,0,1,0.0
62084,3,2,0,1,3,33.33
62085,1,0,1,0,1,0.0
62087,4,3,1,0,4,0.0
62088,1,1,0,0,1,0.0
62089,1,1,0,0,1,0.0
62090,1,0,1,0,1,0.0
62091,5,5,0,0,5,0.0
62092,1,1,0,0,1,0.0
62093,8,7,1,0,7,0.0
62094,1,1,0,0,1,0.0
62095,1,1,0,0,1,0.0
62096,1,1,0,0,1,0.0
62097,2,2,0,0,2,0.0
62098,2,1,0,1,2,50.0
62099,1,1,0,0,1,0.0
62100,8,4,4,0,8,0.0
62101,3,2,1,0,3,0.0
62102,2,2,0,0,2,0.0
62104,7,7,0,0,7,0.0
62105,1,0,1,0,1,0.0
62106,2,2,0,0,2,0.0
62107,2,0,2,0,2,0.0
62108,1,0,1,0,1,0.0
62109,1,0,1,0,1,0.0
62110,1,1,0,0,1,0.0
62111,8,6,1,1,8,12.5
62112,2,2,0,0,2,0.0
62113,1,1,0,0,1,0.0
62114,6,3,3,0,6,0.0
62115,2,2,0,0,2,0.0
62119,1,1,0,0,1,0.0
62120,2,2,0,0,2,0.0
62121,1,0,1,0,1,0.0
62122,3,1,2,0,2,0.0
62123,1,0,0,1,1,100.0
62124,1,0,1,0,1,0.0
62125,1,1,0,0,1,0.0
62126,1,0,1,0,1,0.0
62127,5,4,1,0,5,0.0
62128,1,1,0,0,1,0.0
62129,3,3,0,0,3,0.0
62130,2,1,0,1,2,50.0
62132,5,5,0,0,5,0.0
62133,1,1,0,0,1,0.0
62135,1,0,0,1,1,100.0
62136,1,1,0,0,1,0.0
62137,5,0,3,2,3,40.0
62138,2,2,0,0,2,0.0
62139,5,4,1,0,5,0.0
62141,4,4,0,0,4,0.0
62142,4,1,3,0,4,0.0
62143,5,2,3,0,5,0.0
62144,13,6,7,0,12,0.0
62145,1,0,1,0,1,0.0
62146,1,0,1,0,1,0.0
62147,1,1,0,0,1,0.0
62148,3,0,1,2,3,66.67
62150,3,1,2,0,3,0.0
62151,1,1,0,0,1,0.0
62153,1,1,0,0,1,0.0
62154,1,1,0,0,1,0.0
62155,7,7,0,0,7,0.0
62156,1,1,0,0,1,0.0
62157,1,0,1,0,1,0.0
62158,1,0,1,0,1,0.0
62159,2,2,0,0,2,0.0
62160,5,1,3,1,5,20.0
62161,1,0,1,0,1,0.0
62162,3,2,1,0,3,0.0
62163,1,0,1,0,1,0.0
62164,1,1,0,0,1,0.0
62165,1,1,0,0,1,0.0
62166,2,0,1,1,2,50.0
62167,2,2,0,0,2,0.0
62168,1,0,0,1,1,100.0
62169,2,2,0,0,2,0.0
62170,3,2,1,0,3,0.0
62172,2,1,1,0,2,0.0
62173,1,1,0,0,1,0.0
62174,1,1,0,0,1,0.0
62175,2,2,0,0,2,0.0
47965,8,6,2,0,8,0.0
62176,3,2,1,0,3,0.0
62177,4,4,0,0,4,0.0
62178,1,1,0,0,1,0.0
62180,1,0,0,1,1,100.0
62181,1,1,0,0,1,0.0
62183,2,2,0,0,2,0.0
62184,1,0,1,0,1,0.0
62187,2,2,0,0,2,0.0
62188,1,0,0,1,1,100.0
62189,1,1,0,0,1,0.0
62192,1,0,1,0,1,0.0
62193,1,0,1,0,1,0.0
62194,6,3,3,0,6,0.0
62195,3,1,2,0,3,0.0
62196,1,1,0,0,1,0.0
62197,1,0,0,1,1,100.0
62198,5,4,1,0,5,0.0
62199,3,2,1,0,3,0.0
62200,2,0,2,0,2,0.0
62202,3,3,0,0,3,0.0
62203,3,3,0,0,3,0.0
62204,2,0,2,0,2,0.0
62205,3,2,1,0,3,0.0
62207,4,4,0,0,4,0.0
62208,2,2,0,0,2,0.0
62209,1,0,1,0,1,0.0
62210,2,2,0,0,2,0.0
62211,2,1,0,1,2,50.0
62212,4,4,0,0,4,0.0
62213,1,1,0,0,1,0.0
62214,2,0,1,1,2,50.0
62215,1,0,1,0,1,0.0
62216,1,0,1,0,1,0.0
62218,1,0,1,0,1,0.0
62219,5,5,0,0,5,0.0
62220,1,1,0,0,1,0.0
62221,1,0,1,0,1,0.0
62222,9,8,0,1,9,11.11
62223,2,1,1,0,2,0.0
62224,1,1,0,0,1,0.0
62225,1,1,0,0,1,0.0
62226,1,1,0,0,1,0.0
62228,5,5,0,0,5,0.0
62229,2,2,0,0,2,0.0
62230,3,0,3,0,3,0.0
62231,4,0,2,2,3,50.0
62232,1,1,0,0,1,0.0
62233,1,1,0,0,1,0.0
62234,8,5,1,2,7,25.0
62235,1,1,0,0,1,0.0
62236,7,4,2,1,7,14.29
62237,1,1,0,0,1,0.0
62238,5,3,1,1,5,20.0
62239,2,1,0,1,2,50.0
62241,1,1,0,0,1,0.0
62242,3,3,0,0,3,0.0
62243,1,0,0,1,1,100.0
62244,2,2,0,0,1,0.0
62246,2,1,1,0,2,0.0
62247,2,1,1,0,2,0.0
62248,2,2,0,0,2,0.0
62249,3,3,0,0,3,0.0
62250,1,0,1,0,1,0.0
62251,1,0,1,0,1,0.0
62252,1,1,0,0,1,0.0
62253,1,1,0,0,1,0.0
47796,4,2,1,1,4,25.0
62254,2,1,1,0,2,0.0
62256,1,1,0,0,1,0.0
62258,2,1,1,0,2,0.0
62259,1,0,0,1,1,100.0
62260,1,0,1,0,1,0.0
62261,2,2,0,0,2,0.0
62262,2,2,0,0,2,0.0
62263,1,0,1,0,1,0.0
62264,4,4,0,0,4,0.0
62266,1,1,0,0,1,0.0
62267,3,0,2,1,3,33.33
62268,1,1,0,0,1,0.0
62269,1,1,0,0,1,0.0
62270,1,1,0,0,1,0.0
62271,6,6,0,0,6,0.0
62273,2,1,1,0,2,0.0
62274,3,1,2,0,3,0.0
62275,3,3,0,0,3,0.0
62276,5,4,0,1,5,20.0
62277,1,1,0,0,1,0.0
62278,1,0,1,0,1,0.0
62279,2,2,0,0,2,0.0
62280,2,2,0,0,2,0.0
62281,2,1,1,0,2,0.0
62282,2,0,2,0,2,0.0
62283,2,2,0,0,2,0.0
62284,4,3,1,0,4,0.0
62285,1,1,0,0,1,0.0
62286,2,0,2,0,2,0.0
62287,1,0,1,0,1,0.0
62288,4,4,0,0,4,0.0
62289,1,1,0,0,1,0.0
62290,2,0,2,0,2,0.0
62291,4,4,0,0,4,0.0
62292,1,1,0,0,1,0.0
62293,2,1,1,0,2,0.0
62294,4,0,4,0,4,0.0
62295,1,1,0,0,1,0.0
62296,1,0,1,0,1,0.0
62297,2,2,0,0,2,0.0
62298,1,0,1,0,1,0.0
62299,1,0,0,1,1,100.0
62300,2,2,0,0,2,0.0
62301,1,0,1,0,1,0.0
62302,3,1,1,1,3,33.33
62303,1,1,0,0,1,0.0
62304,2,2,0,0,2,0.0
62305,1,0,1,0,1,0.0
62306,5,4,1,0,5,0.0
62307,2,2,0,0,2,0.0
62308,1,1,0,0,1,0.0
62309,1,0,1,0,1,0.0
62310,5,4,1,0,5,0.0
62311,1,0,0,1,1,100.0
62312,4,3,1,0,4,0.0
62313,1,0,1,0,1,0.0
62314,1,1,0,0,1,0.0
62315,1,1,0,0,1,0.0
62316,3,3,0,0,3,0.0
62318,1,1,0,0,1,0.0
62319,1,1,0,0,1,0.0
62320,8,8,0,0,8,0.0
62321,2,1,1,0,2,0.0
62322,5,4,0,1,4,20.0
62323,2,1,0,1,2,50.0
62324,1,1,0,0,1,0.0
62325,2,2,0,0,2,0.0
62326,1,1,0,0,1,0.0
62327,1,1,0,0,1,0.0
62329,1,1,0,0,1,0.0
62330,1,0,1,0,1,0.0
62331,1,0,1,0,1,0.0
62332,3,3,0,0,3,0.0
62333,2,1,1,0,2,0.0
62335,5,5,0,0,5,0.0
62336,2,1,1,0,2,0.0
62337,1,1,0,0,1,0.0
62339,5,3,2,0,5,0.0
62341,2,2,0,0,2,0.0
62342,1,1,0,0,1,0.0
62343,1,1,0,0,1,0.0
62344,3,3,0,0,3,0.0
62345,1,1,0,0,1,0.0
62346,1,1,0,0,1,0.0
62347,2,0,1,1,2,50.0
62348,1,0,1,0,1,0.0
62349,1,0,1,0,1,0.0
62350,2,2,0,0,2,0.0
62351,2,0,2,0,2,0.0
62352,1,1,0,0,1,0.0
62353,2,1,1,0,2,0.0
62354,3,1,1,1,3,33.33
62355,1,1,0,0,1,0.0
62356,1,1,0,0,1,0.0
62357,2,2,0,0,2,0.0
62358,4,1,3,0,4,0.0
62359,2,2,0,0,2,0.0
62363,4,2,2,0,4,0.0
62364,6,6,0,0,6,0.0
62365,1,1,0,0,1,0.0
62366,1,1,0,0,1,0.0
62367,3,3,0,0,3,0.0
62368,10,10,0,0,10,0.0
62369,1,1,0,0,1,0.0
62370,1,1,0,0,1,0.0
62372,2,2,0,0,2,0.0
62373,2,1,1,0,2,0.0
62374,1,1,0,0,1,0.0
62375,6,5,1,0,6,0.0
62378,1,1,0,0,1,0.0
62379,1,0,1,0,1,0.0
62380,1,0,1,0,1,0.0
62381,3,3,0,0,3,0.0
62382,8,8,0,0,8,0.0
62383,1,1,0,0,1,0.0
62384,4,4,0,0,4,0.0
62385,2,1,1,0,2,0.0
62386,1,0,0,1,1,100.0
62387,2,1,1,0,1,0.0
62388,1,1,0,0,1,0.0
62389,1,1,0,0,1,0.0
62390,3,3,0,0,3,0.0
62391,1,0,1,0,1,0.0
62392,1,1,0,0,1,0.0
62393,2,2,0,0,2,0.0
62394,2,2,0,0,2,0.0
62395,1,1,0,0,1,0.0
62396,3,2,1,0,3,0.0
62397,1,1,0,0,1,0.0
62398,3,3,0,0,3,0.0
62399,2,2,0,0,2,0.0
62400,1,0,1,0,1,0.0
62401,3,3,0,0,3,0.0
62402,1,1,0,0,1,0.0
62403,1,1,0,0,1,0.0
62404,3,2,1,0,3,0.0
62406,1,1,0,0,1,0.0
62409,2,1,1,0,2,0.0
62410,9,7,2,0,9,0.0
62411,1,1,0,0,1,0.0
62412,4,2,2,0,4,0.0
62413,2,2,0,0,2,0.0
62414,1,1,0,0,1,0.0
62415,2,2,0,0,2,0.0
62417,1,1,0,0,1,0.0
62418,1,0,1,0,1,0.0
62419,3,1,2,0,3,0.0
62420,2,2,0,0,2,0.0
62421,1,0,1,0,1,0.0
62422,9,8,0,1,9,11.11
62423,4,4,0,0,4,0.0
62424,2,2,0,0,2,0.0
62425,1,1,0,0,1,0.0
62426,4,1,1,2,4,50.0
62427,1,1,0,0,1,0.0
62428,2,0,2,0,2,0.0
62429,1,1,0,0,1,0.0
62430,1,1,0,0,1,0.0
62431,1,1,0,0,1,0.0
62432,1,1,0,0,1,0.0
62433,1,0,0,1,1,100.0
62434,1,1,0,0,1,0.0
62435,1,1,0,0,1,0.0
59256,2,1,1,0,2,0.0
62436,1,0,1,0,1,0.0
62437,1,1,0,0,1,0.0
62438,3,2,1,0,3,0.0
62439,1,1,0,0,1,0.0
62441,1,0,1,0,1,0.0
62442,1,0,0,1,1,100.0
62444,1,1,0,0,1,0.0
62445,2,2,0,0,2,0.0
62446,2,1,1,0,2,0.0
62448,3,3,0,0,3,0.0
62450,1,1,0,0,1,0.0
62451,1,0,1,0,1,0.0
62453,4,2,2,0,4,0.0
62454,5,0,5,0,5,0.0
62457,2,0,2,0,2,0.0
62458,1,1,0,0,1,0.0
62459,1,1,0,0,1,0.0
62460,1,1,0,0,1,0.0
62461,1,1,0,0,1,0.0
62462,3,1,2,0,3,0.0
62463,1,1,0,0,1,0.0
62464,1,1,0,0,1,0.0
62465,1,1,0,0,1,0.0
62467,2,0,2,0,2,0.0
62468,4,1,3,0,4,0.0
62469,3,3,0,0,3,0.0
62470,6,5,1,0,6,0.0
62471,3,2,1,0,3,0.0
62473,1,0,1,0,1,0.0
62474,1,0,1,0,1,0.0
62475,1,0,1,0,1,0.0
62476,2,0,2,0,2,0.0
62478,17,16,1,0,16,0.0
62480,1,0,1,0,1,0.0
62481,2,2,0,0,2,0.0
62482,2,1,1,0,2,0.0
62483,1,1,0,0,1,0.0
62484,1,0,1,0,1,0.0
62485,1,0,1,0,1,0.0
62486,4,4,0,0,4,0.0
62487,1,1,0,0,1,0.0
62488,2,2,0,0,2,0.0
62489,1,1,0,0,1,0.0
62490,8,1,7,0,8,0.0
62492,1,1,0,0,1,0.0
62493,2,2,0,0,2,0.0
62494,2,0,1,1,2,50.0
62495,1,1,0,0,1,0.0
62496,1,1,0,0,1,0.0
62497,1,0,1,0,1,0.0
62498,15,15,0,0,15,0.0
62499,4,3,1,0,2,0.0
62500,2,2,0,0,2,0.0
62502,2,2,0,0,2,0.0
62503,2,0,2,0,2,0.0
62504,1,0,1,0,1,0.0
62505,1,1,0,0,1,0.0
62506,1,1,0,0,1,0.0
62507,1,0,1,0,1,0.0
62508,2,1,0,1,2,50.0
62509,9,9,0,0,9,0.0
62510,2,1,1,0,2,0.0
62511,1,1,0,0,1,0.0
62512,1,1,0,0,1,0.0
62513,1,0,0,1,1,100.0
62515,1,1,0,0,1,0.0
62516,1,1,0,0,1,0.0
62517,1,1,0,0,1,0.0
62518,3,2,0,1,3,33.33
62519,4,1,3,0,4,0.0
62520,2,2,0,0,2,0.0
62521,1,1,0,0,1,0.0
62522,1,0,1,0,1,0.0
62523,1,1,0,0,1,0.0
62524,2,2,0,0,2,0.0
62525,1,1,0,0,1,0.0
62526,3,1,2,0,3,0.0
62527,2,0,2,0,2,0.0
62528,1,1,0,0,1,0.0
62529,5,3,1,1,5,20.0
62530,1,1,0,0,1,0.0
62531,1,0,0,1,1,100.0
62532,1,1,0,0,1,0.0
62533,2,2,0,0,2,0.0
62534,1,0,1,0,1,0.0
62535,6,3,3,0,6,0.0
62536,4,4,0,0,4,0.0
62537,1,1,0,0,1,0.0
62538,3,3,0,0,3,0.0
62540,7,5,2,0,7,0.0
62541,4,4,0,0,4,0.0
62542,4,4,0,0,4,0.0
62543,2,0,2,0,2,0.0
62544,2,0,1,1,2,50.0
62545,1,1,0,0,1,0.0
62547,2,2,0,0,2,0.0
62548,1,1,0,0,1,0.0
62549,1,1,0,0,1,0.0
62551,1,1,0,0,1,0.0
62552,1,1,0,0,1,0.0
62554,6,2,3,1,6,16.67
62556,2,1,1,0,2,0.0
62557,3,3,0,0,3,0.0
62558,2,0,2,0,2,0.0
62559,10,8,2,0,10,0.0
62560,11,11,0,0,11,0.0
62561,2,2,0,0,2,0.0
62562,1,1,0,0,1,0.0
62563,1,0,1,0,1,0.0
62564,4,4,0,0,4,0.0
62565,6,1,5,0,6,0.0
62566,1,0,1,0,1,0.0
62567,4,2,2,0,4,0.0
62568,3,2,1,0,3,0.0
62569,3,3,0,0,3,0.0
62570,4,4,0,0,4,0.0
62571,1,1,0,0,1,0.0
62572,3,1,2,0,3,0.0
62573,1,1,0,0,1,0.0
62574,1,0,1,0,1,0.0
62575,1,1,0,0,1,0.0
62576,3,2,1,0,3,0.0
62577,3,3,0,0,3,0.0
62578,2,0,0,2,1,100.0
62579,2,2,0,0,2,0.0
62580,4,0,4,0,4,0.0
62581,1,1,0,0,1,0.0
62583,1,1,0,0,1,0.0
62584,1,1,0,0,1,0.0
62585,1,1,0,0,1,0.0
62586,1,1,0,0,1,0.0
62588,1,1,0,0,1,0.0
62589,2,1,0,1,1,50.0
62590,1,1,0,0,1,0.0
62591,2,1,1,0,2,0.0
62592,1,0,0,1,1,100.0
62593,4,3,0,1,4,25.0
62594,2,2,0,0,2,0.0
62595,2,0,1,1,2,50.0
62596,2,2,0,0,2,0.0
62597,3,2,1,0,3,0.0
62598,1,1,0,0,1,0.0
62599,7,7,0,0,7,0.0
62600,3,2,1,0,3,0.0
62601,2,2,0,0,2,0.0
62602,1,1,0,0,1,0.0
62603,3,3,0,0,3,0.0
62604,1,1,0,0,1,0.0
62605,1,1,0,0,1,0.0
62606,1,1,0,0,1,0.0
62607,1,0,0,1,1,100.0
62608,4,3,0,1,4,25.0
62610,5,4,0,1,5,20.0
62611,1,0,0,1,1,100.0
