shop_id,total_interactions,clicks,cart_additions,purchases,unique_products,unique_brands,purchase_share_percent
78116675,1,1,0,0,1,1,0.0
6184239,1,1,0,0,1,1,0.0
80758132,1,1,0,0,1,1,0.0
45526155,1,1,0,0,1,1,0.0
50809687,2,1,1,0,2,1,0.0
19041432,1,0,0,1,1,1,100.0
40381586,2,2,0,0,2,2,0.0
44518589,3,3,0,0,2,1,0.0
25900949,1,1,0,0,1,1,0.0
2927176,1,1,0,0,1,1,0.0
36560523,2,1,1,0,2,2,0.0
85313009,1,0,1,0,1,1,0.0
29596062,1,1,0,0,1,1,0.0
43704058,2,2,0,0,2,1,0.0
44823177,6,6,0,0,6,1,0.0
39094551,1,1,0,0,1,1,0.0
35636019,3,2,0,1,3,2,33.33
1684110,1,0,1,0,1,1,0.0
86761206,1,1,0,0,1,1,0.0
34977858,1,1,0,0,1,1,0.0
41410549,1,1,0,0,1,1,0.0
18998387,2,1,1,0,2,1,0.0
68171224,1,1,0,0,1,1,0.0
50084997,4,2,2,0,4,2,0.0
89894964,5,4,1,0,4,1,0.0
68707689,4,1,3,0,4,2,0.0
54688250,2,1,1,0,2,1,0.0
76743996,3,1,2,0,3,1,0.0
30538163,1,1,0,0,1,1,0.0
41070743,1,1,0,0,1,1,0.0
55596504,2,1,1,0,2,1,0.0
39143139,1,1,0,0,1,1,0.0
2832239,1,0,1,0,1,1,0.0
37228550,1,0,1,0,1,1,0.0
97427869,2,1,0,1,1,1,50.0
92137817,1,1,0,0,1,1,0.0
91870181,6,6,0,0,5,1,0.0
7563689,1,1,0,0,1,1,0.0
73471301,4,4,0,0,4,2,0.0
60279730,1,1,0,0,1,1,0.0
15704683,1,1,0,0,1,1,0.0
75027250,2,0,1,1,2,2,50.0
28813973,1,1,0,0,1,1,0.0
10340588,1,1,0,0,1,1,0.0
50830375,2,2,0,0,2,1,0.0
60441961,1,1,0,0,1,1,0.0
51369574,2,1,1,0,1,1,0.0
85350243,1,0,1,0,1,1,0.0
29468297,1,1,0,0,1,1,0.0
29902448,1,1,0,0,1,1,0.0
51830002,2,2,0,0,2,1,0.0
43971166,1,1,0,0,1,1,0.0
63473619,3,3,0,0,3,1,0.0
68423591,2,1,1,0,2,1,0.0
4045738,1,1,0,0,1,1,0.0
80506149,1,1,0,0,1,1,0.0
67246268,1,1,0,0,1,1,0.0
86490651,3,2,1,0,3,1,0.0
46404150,2,2,0,0,2,2,0.0
28021357,1,1,0,0,1,1,0.0
46704815,1,1,0,0,1,1,0.0
90835444,1,1,0,0,1,1,0.0
63585419,1,0,1,0,1,1,0.0
75055455,2,2,0,0,1,1,0.0
31684814,8,3,5,0,7,1,0.0
42844712,1,1,0,0,1,1,0.0
98463327,2,0,2,0,2,2,0.0
39551952,4,2,2,0,4,1,0.0
2963912,3,2,1,0,3,1,0.0
18207174,2,0,2,0,1,1,0.0
97539118,4,3,0,1,4,1,25.0
75491306,3,3,0,0,3,2,0.0
10672663,1,0,1,0,1,1,0.0
37187339,1,0,1,0,1,1,0.0
64217319,2,2,0,0,2,1,0.0
66961092,1,0,1,0,1,1,0.0
66786941,2,2,0,0,2,1,0.0
64065566,1,1,0,0,1,1,0.0
87241400,1,1,0,0,1,1,0.0
48780349,1,1,0,0,1,1,0.0
78076055,1,1,0,0,1,1,0.0
51212153,1,1,0,0,1,1,0.0
7742918,2,2,0,0,2,1,0.0
59110316,1,0,0,1,1,1,100.0
9840747,1,1,0,0,1,1,0.0
97338356,1,1,0,0,1,1,0.0
37358580,1,0,0,1,1,1,100.0
64279196,1,1,0,0,1,1,0.0
81858386,1,1,0,0,1,1,0.0
25034767,3,3,0,0,3,1,0.0
37055619,1,1,0,0,1,1,0.0
67211725,1,1,0,0,1,1,0.0
44963839,2,1,1,0,2,1,0.0
77167135,2,1,1,0,2,1,0.0
58083852,1,0,1,0,1,1,0.0
34009081,2,1,1,0,1,1,0.0
35835967,2,2,0,0,2,1,0.0
3493216,1,1,0,0,1,1,0.0
34189903,1,0,1,0,1,1,0.0
80230085,3,3,0,0,3,1,0.0
66591820,1,1,0,0,1,1,0.0
87575764,1,1,0,0,1,1,0.0
75453741,1,1,0,0,1,1,0.0
73728321,3,2,1,0,3,1,0.0
65336260,1,1,0,0,1,1,0.0
12832151,2,0,1,1,2,1,50.0
512818,2,1,1,0,2,1,0.0
92936050,3,1,2,0,3,3,0.0
53438772,1,1,0,0,1,1,0.0
49526378,1,1,0,0,1,1,0.0
91409235,2,1,1,0,2,1,0.0
3550265,2,2,0,0,2,1,0.0
28066782,2,0,2,0,1,1,0.0
22112082,1,1,0,0,1,1,0.0
39984070,1,1,0,0,1,1,0.0
62842470,3,2,0,1,2,2,33.33
94704978,1,1,0,0,1,1,0.0
63666370,1,1,0,0,1,1,0.0
39289496,3,1,1,1,3,1,33.33
51226002,1,1,0,0,1,1,0.0
46432619,4,3,0,1,4,1,25.0
3359741,3,3,0,0,3,1,0.0
75372222,3,1,2,0,3,1,0.0
69126377,3,3,0,0,3,1,0.0
90112944,1,1,0,0,1,1,0.0
57749904,3,3,0,0,3,2,0.0
25682229,1,1,0,0,1,1,0.0
99155967,2,1,0,1,2,1,50.0
90415299,1,1,0,0,1,1,0.0
71951358,1,1,0,0,1,1,0.0
48056980,1,1,0,0,1,1,0.0
8024626,1,1,0,0,1,1,0.0
40584005,1,1,0,0,1,1,0.0
53299305,2,2,0,0,2,1,0.0
86488785,5,5,0,0,5,1,0.0
9840949,3,2,0,1,3,1,33.33
15963857,2,0,2,0,2,1,0.0
45265817,2,2,0,0,2,2,0.0
92639497,1,1,0,0,1,1,0.0
74127595,1,1,0,0,1,1,0.0
92320602,1,0,1,0,1,1,0.0
11851256,1,1,0,0,1,1,0.0
20910836,3,3,0,0,3,1,0.0
64381523,1,1,0,0,1,1,0.0
55496448,2,2,0,0,2,1,0.0
63659804,1,1,0,0,1,1,0.0
81597420,1,1,0,0,1,1,0.0
14305607,1,1,0,0,1,1,0.0
59238410,2,2,0,0,2,1,0.0
49794906,2,2,0,0,2,1,0.0
49893,1,1,0,0,1,1,0.0
15130370,1,1,0,0,1,1,0.0
76812027,1,0,1,0,1,1,0.0
48843389,2,1,1,0,2,2,0.0
55003928,1,1,0,0,1,1,0.0
81716058,1,1,0,0,1,1,0.0
39486042,2,1,1,0,2,1,0.0
20584282,2,2,0,0,2,1,0.0
51774883,2,1,1,0,2,1,0.0
78130874,1,1,0,0,1,1,0.0
23021787,1,1,0,0,1,1,0.0
14337091,3,2,1,0,3,1,0.0
62096928,2,1,1,0,1,1,0.0
1884122,1,0,1,0,1,1,0.0
16715404,1,0,1,0,1,1,0.0
10381594,1,1,0,0,1,1,0.0
2717535,2,2,0,0,2,1,0.0
36425329,5,3,2,0,5,2,0.0
68779329,1,1,0,0,1,1,0.0
65528639,2,1,1,0,2,2,0.0
46939778,1,0,1,0,1,1,0.0
40722317,2,2,0,0,2,1,0.0
37598780,1,1,0,0,1,1,0.0
12879761,2,2,0,0,2,1,0.0
43116924,1,0,0,1,1,1,100.0
33936307,3,2,0,1,3,1,33.33
96476325,1,1,0,0,1,1,0.0
65756495,1,1,0,0,1,1,0.0
93737206,2,0,1,1,1,1,50.0
22243515,2,2,0,0,2,1,0.0
73081823,1,0,1,0,1,1,0.0
63958535,1,1,0,0,1,1,0.0
72201405,2,2,0,0,2,1,0.0
30871125,1,1,0,0,1,1,0.0
33185761,2,2,0,0,2,1,0.0
85707090,1,1,0,0,1,1,0.0
62288863,1,1,0,0,1,1,0.0
21967911,2,0,2,0,2,1,0.0
3914850,2,2,0,0,2,1,0.0
28432772,1,1,0,0,1,1,0.0
5133911,2,1,1,0,2,1,0.0
43652414,2,1,1,0,2,1,0.0
98423722,2,0,2,0,2,1,0.0
50051166,4,4,0,0,4,1,0.0
53048503,1,1,0,0,1,1,0.0
92791483,3,1,0,2,2,1,66.67
55362707,1,1,0,0,1,1,0.0
20062728,2,2,0,0,2,1,0.0
35909487,7,6,1,0,7,1,0.0
63682985,2,2,0,0,2,1,0.0
86032362,1,1,0,0,1,1,0.0
54026640,2,2,0,0,2,2,0.0
33799581,1,1,0,0,1,1,0.0
3917419,2,1,1,0,2,1,0.0
58729245,2,1,0,1,2,1,50.0
83764448,3,1,2,0,3,1,0.0
74301696,2,2,0,0,2,1,0.0
23051053,1,1,0,0,1,1,0.0
90412254,1,1,0,0,1,1,0.0
97614052,2,2,0,0,2,1,0.0
30707587,3,3,0,0,2,1,0.0
79619627,4,4,0,0,4,2,0.0
25438513,1,1,0,0,1,1,0.0
80817725,2,1,1,0,2,1,0.0
92525532,1,1,0,0,1,1,0.0
22254282,2,2,0,0,2,1,0.0
9120076,1,1,0,0,1,1,0.0
24921855,1,1,0,0,1,1,0.0
5030793,3,3,0,0,3,1,0.0
53587938,2,1,1,0,1,1,0.0
35772735,2,2,0,0,2,1,0.0
12725739,2,2,0,0,2,1,0.0
40848345,1,1,0,0,1,1,0.0
79931244,2,2,0,0,1,1,0.0
96104805,7,7,0,0,7,1,0.0
75274155,1,1,0,0,1,1,0.0
22287516,2,2,0,0,2,1,0.0
10955062,1,1,0,0,1,1,0.0
47173156,1,1,0,0,1,1,0.0
99594518,1,1,0,0,1,1,0.0
78773897,1,1,0,0,1,1,0.0
25007855,5,4,1,0,4,1,0.0
25388783,1,0,1,0,1,1,0.0
52270004,5,4,1,0,5,1,0.0
97691985,1,0,0,1,1,1,100.0
57441108,1,1,0,0,1,1,0.0
36759865,1,1,0,0,1,1,0.0
85379302,3,3,0,0,2,1,0.0
15061691,1,1,0,0,1,1,0.0
73450050,1,0,1,0,1,1,0.0
34209002,1,0,1,0,1,1,0.0
19356637,1,0,1,0,1,1,0.0
46219652,2,2,0,0,2,1,0.0
77864383,1,1,0,0,1,1,0.0
31451277,5,4,1,0,5,1,0.0
55853154,1,1,0,0,1,1,0.0
4269622,10,7,3,0,9,1,0.0
40826350,1,1,0,0,1,1,0.0
37269114,2,2,0,0,2,1,0.0
13503420,1,0,1,0,1,1,0.0
48759872,2,0,0,2,2,2,100.0
32457944,4,2,1,1,4,1,25.0
65219825,1,0,1,0,1,1,0.0
67619925,4,3,1,0,4,1,0.0
9495602,2,2,0,0,2,1,0.0
55326130,1,0,1,0,1,1,0.0
12589804,2,1,1,0,2,1,0.0
29336004,1,1,0,0,1,1,0.0
14268434,1,1,0,0,1,1,0.0
77123276,2,2,0,0,2,1,0.0
88412244,2,1,1,0,2,1,0.0
89991534,1,1,0,0,1,1,0.0
53106915,1,1,0,0,1,1,0.0
69212426,1,1,0,0,1,1,0.0
13776794,2,1,1,0,2,1,0.0
53351404,5,4,1,0,4,1,0.0
45837887,1,0,0,1,1,1,100.0
69838626,1,1,0,0,1,1,0.0
90466804,1,1,0,0,1,1,0.0
91375984,1,1,0,0,1,1,0.0
4162340,1,1,0,0,1,1,0.0
37402408,1,1,0,0,1,1,0.0
74380423,2,2,0,0,2,1,0.0
37067691,1,1,0,0,1,1,0.0
13503029,2,2,0,0,1,1,0.0
56832704,3,0,1,2,3,1,66.67
31153142,1,1,0,0,1,1,0.0
76626033,1,1,0,0,1,1,0.0
71920771,5,3,2,0,5,1,0.0
88980555,2,1,1,0,2,2,0.0
14326205,2,0,1,1,2,1,50.0
442534,1,1,0,0,1,1,0.0
81968569,6,2,3,1,4,1,16.67
47047379,1,1,0,0,1,1,0.0
5877855,1,1,0,0,1,1,0.0
73647720,1,1,0,0,1,1,0.0
84909978,3,3,0,0,3,1,0.0
74755178,5,4,1,0,5,1,0.0
55883585,4,4,0,0,4,2,0.0
27141411,5,4,1,0,5,3,0.0
65798306,3,3,0,0,3,1,0.0
42440595,7,5,2,0,6,1,0.0
58894133,2,2,0,0,2,1,0.0
91942320,1,1,0,0,1,1,0.0
22422255,1,0,1,0,1,1,0.0
56450449,2,2,0,0,2,1,0.0
33421986,1,1,0,0,1,1,0.0
80143360,5,5,0,0,4,1,0.0
71944766,3,3,0,0,3,1,0.0
98850901,1,1,0,0,1,1,0.0
46863312,3,1,2,0,3,1,0.0
72764214,1,0,0,1,1,1,100.0
53941904,1,1,0,0,1,1,0.0
64720380,2,1,1,0,2,2,0.0
43940024,1,1,0,0,1,1,0.0
87107108,1,1,0,0,1,1,0.0
38724105,1,1,0,0,1,1,0.0
6222811,1,1,0,0,1,1,0.0
39451611,1,1,0,0,1,1,0.0
48094837,3,3,0,0,2,1,0.0
83261843,3,1,2,0,2,1,0.0
38221023,1,1,0,0,1,1,0.0
30425794,1,1,0,0,1,1,0.0
68559041,1,1,0,0,1,1,0.0
95683774,2,0,2,0,1,1,0.0
34906102,2,1,1,0,2,1,0.0
57035787,5,5,0,0,5,2,0.0
6594412,1,1,0,0,1,1,0.0
84945819,5,4,1,0,5,5,0.0
74594051,1,1,0,0,1,1,0.0
39696763,2,2,0,0,2,2,0.0
13700291,1,0,1,0,1,1,0.0
61704808,1,1,0,0,1,1,0.0
93808537,1,1,0,0,1,1,0.0
41842163,1,0,1,0,1,1,0.0
15610845,1,1,0,0,1,1,0.0
28680991,1,1,0,0,1,1,0.0
7531098,1,1,0,0,1,1,0.0
73999758,3,3,0,0,2,1,0.0
31740230,3,1,0,2,1,1,66.67
46016604,2,2,0,0,2,1,0.0
22823597,5,4,1,0,5,1,0.0
77770342,2,2,0,0,2,1,0.0
76812927,1,1,0,0,1,1,0.0
89389526,1,0,1,0,1,1,0.0
94199959,4,2,2,0,4,1,0.0
68135528,3,2,1,0,2,1,0.0
53200937,1,1,0,0,1,1,0.0
62417546,3,3,0,0,3,1,0.0
31297192,1,1,0,0,1,1,0.0
60777065,3,1,2,0,2,1,0.0
81721023,2,2,0,0,2,1,0.0
8686146,1,1,0,0,1,1,0.0
84308186,1,1,0,0,1,1,0.0
94616463,1,1,0,0,1,1,0.0
52823098,1,1,0,0,1,1,0.0
39513440,1,0,0,1,1,1,100.0
90902468,1,1,0,0,1,1,0.0
95787132,2,2,0,0,2,2,0.0
49977393,1,1,0,0,1,1,0.0
74298242,2,1,1,0,2,1,0.0
98083655,1,1,0,0,1,1,0.0
58687242,1,0,1,0,1,1,0.0
24658073,1,1,0,0,1,1,0.0
47196618,5,5,0,0,5,1,0.0
80918260,1,1,0,0,1,1,0.0
71074127,1,1,0,0,1,1,0.0
94230404,6,3,3,0,6,1,0.0
77841889,1,1,0,0,1,1,0.0
1145063,2,2,0,0,2,1,0.0
28902818,3,2,1,0,3,1,0.0
82169315,2,2,0,0,2,2,0.0
72308596,2,0,2,0,2,2,0.0
86702773,8,6,2,0,8,1,0.0
77439922,3,1,2,0,3,1,0.0
42984275,2,2,0,0,2,1,0.0
11292934,1,1,0,0,1,1,0.0
44289118,1,1,0,0,1,1,0.0
24175102,2,2,0,0,2,1,0.0
75097818,1,1,0,0,1,1,0.0
70697323,3,3,0,0,3,1,0.0
87659976,2,2,0,0,1,1,0.0
89525734,1,1,0,0,1,1,0.0
22864093,7,7,0,0,7,1,0.0
25642444,2,2,0,0,2,1,0.0
17268548,1,1,0,0,1,1,0.0
82138429,1,1,0,0,1,1,0.0
84791106,2,2,0,0,2,1,0.0
99355797,1,0,1,0,1,1,0.0
7379858,1,1,0,0,1,1,0.0
12591865,4,3,1,0,4,1,0.0
53199400,1,1,0,0,1,1,0.0
67518204,1,0,1,0,1,1,0.0
74171410,1,0,1,0,1,1,0.0
91867191,1,1,0,0,1,1,0.0
89026434,3,3,0,0,3,1,0.0
11891298,2,1,1,0,2,2,0.0
23953945,1,1,0,0,1,1,0.0
38129211,1,0,1,0,1,1,0.0
92754609,2,1,1,0,1,1,0.0
5048791,1,1,0,0,1,1,0.0
49785558,4,3,0,1,4,4,25.0
29676091,1,1,0,0,1,1,0.0
26885367,1,0,1,0,1,1,0.0
90316850,2,0,1,1,2,2,50.0
18048583,1,1,0,0,1,1,0.0
73421981,1,1,0,0,1,1,0.0
25864484,2,1,1,0,2,1,0.0
51403357,2,1,1,0,2,2,0.0
11263899,5,3,1,1,4,3,20.0
29844572,1,1,0,0,1,1,0.0
12111033,1,1,0,0,1,1,0.0
40508539,1,0,1,0,1,1,0.0
71679534,1,1,0,0,1,1,0.0
10032837,1,1,0,0,1,1,0.0
75260288,1,0,1,0,1,1,0.0
12875120,2,1,1,0,2,1,0.0
46633297,1,0,1,0,1,1,0.0
91123561,4,2,2,0,3,1,0.0
6285243,1,1,0,0,1,1,0.0
58463667,2,2,0,0,2,1,0.0
97637405,1,1,0,0,1,1,0.0
93805637,2,1,1,0,2,1,0.0
1773987,1,1,0,0,1,1,0.0
30812690,1,1,0,0,1,1,0.0
4354680,4,3,1,0,4,1,0.0
88771552,1,1,0,0,1,1,0.0
97952361,2,2,0,0,2,1,0.0
94079766,3,2,0,1,3,3,33.33
39194095,1,1,0,0,1,1,0.0
10044677,1,1,0,0,1,1,0.0
98597482,3,3,0,0,3,1,0.0
18038836,1,1,0,0,1,1,0.0
95968748,1,1,0,0,1,1,0.0
50520816,1,0,1,0,1,1,0.0
21077240,1,1,0,0,1,1,0.0
73351474,1,1,0,0,1,1,0.0
37852701,1,0,1,0,1,1,0.0
12390237,2,2,0,0,2,1,0.0
9921197,3,3,0,0,3,1,0.0
78301859,1,1,0,0,1,1,0.0
85124997,1,1,0,0,1,1,0.0
94320508,1,1,0,0,1,1,0.0
11821462,1,1,0,0,1,1,0.0
37198441,2,2,0,0,2,1,0.0
29111845,1,0,0,1,1,1,100.0
34048512,2,2,0,0,2,1,0.0
46642304,1,1,0,0,1,1,0.0
69633842,1,0,1,0,1,1,0.0
25191531,6,4,2,0,6,1,0.0
55431281,1,1,0,0,1,1,0.0
98110735,1,1,0,0,1,1,0.0
56917467,1,1,0,0,1,1,0.0
19320816,1,1,0,0,1,1,0.0
30069193,1,1,0,0,1,1,0.0
21319152,1,1,0,0,1,1,0.0
50614774,1,1,0,0,1,1,0.0
97995543,1,1,0,0,1,1,0.0
14889537,2,2,0,0,1,1,0.0
68305534,1,1,0,0,1,1,0.0
44095829,2,1,1,0,2,1,0.0
31400177,2,1,0,1,2,1,50.0
8721201,3,3,0,0,2,1,0.0
33598485,1,1,0,0,1,1,0.0
13824127,1,0,1,0,1,1,0.0
89642458,2,1,1,0,1,1,0.0
13897061,5,4,1,0,5,1,0.0
54443977,3,2,1,0,3,1,0.0
34487162,5,5,0,0,4,2,0.0
9324800,1,1,0,0,1,1,0.0
98691698,1,1,0,0,1,1,0.0
3438424,2,1,0,1,1,1,50.0
37304544,4,2,2,0,4,1,0.0
2101677,1,1,0,0,1,1,0.0
20453907,1,0,1,0,1,1,0.0
55462515,1,0,0,1,1,1,100.0
59029202,1,0,1,0,1,1,0.0
21820966,2,2,0,0,2,1,0.0
22296468,4,4,0,0,4,1,0.0
59584806,1,0,1,0,1,1,0.0
4050521,2,2,0,0,2,1,0.0
53575914,3,3,0,0,3,1,0.0
88545254,2,2,0,0,2,1,0.0
72411342,1,0,1,0,1,1,0.0
8542221,1,0,1,0,1,1,0.0
52924941,1,1,0,0,1,1,0.0
60734986,2,2,0,0,2,1,0.0
35173026,2,1,1,0,2,2,0.0
18360536,1,1,0,0,1,1,0.0
38285299,1,1,0,0,1,1,0.0
75444520,1,1,0,0,1,1,0.0
3249321,3,0,3,0,1,1,0.0
73616827,2,2,0,0,2,1,0.0
90046363,1,0,1,0,1,1,0.0
97324128,1,0,1,0,1,1,0.0
52492417,1,1,0,0,1,1,0.0
65520683,2,1,1,0,2,1,0.0
83882692,1,1,0,0,1,1,0.0
34708009,2,1,1,0,2,1,0.0
37415113,4,2,2,0,4,1,0.0
70158402,1,0,1,0,1,1,0.0
94994972,1,1,0,0,1,1,0.0
44469548,1,1,0,0,1,1,0.0
87174442,2,1,1,0,1,1,0.0
61375999,2,0,1,1,2,1,50.0
16490454,1,1,0,0,1,1,0.0
35677050,2,2,0,0,1,1,0.0
69125845,2,1,1,0,2,1,0.0
63870177,2,2,0,0,2,1,0.0
366811,1,1,0,0,1,1,0.0
19466627,1,1,0,0,1,1,0.0
11471759,1,1,0,0,1,1,0.0
34287235,1,1,0,0,1,1,0.0
32897909,1,1,0,0,1,1,0.0
5337084,2,2,0,0,2,1,0.0
62422697,1,1,0,0,1,1,0.0
25855182,2,2,0,0,2,1,0.0
16461025,1,1,0,0,1,1,0.0
55507720,1,1,0,0,1,1,0.0
69387264,1,1,0,0,1,1,0.0
842766,1,1,0,0,1,1,0.0
51302197,1,1,0,0,1,1,0.0
68798595,1,1,0,0,1,1,0.0
64814736,1,1,0,0,1,1,0.0
77496490,1,1,0,0,1,1,0.0
12835157,1,1,0,0,1,1,0.0
47006914,2,2,0,0,2,1,0.0
25526762,1,1,0,0,1,1,0.0
78706260,1,1,0,0,1,1,0.0
87022805,3,3,0,0,3,1,0.0
97692722,1,1,0,0,1,1,0.0
27833381,2,1,1,0,2,1,0.0
80713345,1,1,0,0,1,1,0.0
44208210,1,1,0,0,1,1,0.0
98442023,1,1,0,0,1,1,0.0
75873117,1,1,0,0,1,1,0.0
78924214,1,1,0,0,1,1,0.0
4243232,5,2,2,1,4,1,20.0
38490185,4,3,1,0,3,1,0.0
88824450,1,1,0,0,1,1,0.0
21385863,1,1,0,0,1,1,0.0
96171116,1,1,0,0,1,1,0.0
17166234,1,1,0,0,1,1,0.0
90817127,5,4,1,0,5,1,0.0
54880436,1,1,0,0,1,1,0.0
49044234,1,0,1,0,1,1,0.0
65627219,1,0,1,0,1,1,0.0
40638021,2,0,1,1,2,1,50.0
21034735,2,2,0,0,2,1,0.0
51979248,1,0,1,0,1,1,0.0
7856333,3,2,0,1,3,1,33.33
41469371,1,1,0,0,1,1,0.0
68427882,2,1,1,0,2,2,0.0
37106767,2,1,1,0,2,2,0.0
69219734,2,1,1,0,2,1,0.0
67978330,1,1,0,0,1,1,0.0
30963086,1,1,0,0,1,1,0.0
45793966,6,3,2,1,5,5,16.67
45316097,3,3,0,0,2,1,0.0
70881393,1,1,0,0,1,1,0.0
6921463,1,0,0,1,1,1,100.0
88147031,1,1,0,0,1,1,0.0
98380804,3,0,2,1,1,1,33.33
97879405,1,1,0,0,1,1,0.0
60587097,3,2,0,1,3,1,33.33
15990948,3,1,1,1,3,3,33.33
3801030,3,0,0,3,2,1,100.0
82231934,2,1,1,0,2,1,0.0
42815640,1,1,0,0,1,1,0.0
64237048,1,1,0,0,1,1,0.0
67733981,3,3,0,0,3,1,0.0
56825075,1,1,0,0,1,1,0.0
77696392,1,1,0,0,1,1,0.0
43308062,1,1,0,0,1,1,0.0
82608674,3,3,0,0,3,1,0.0
27606794,1,1,0,0,1,1,0.0
39143294,3,3,0,0,3,1,0.0
3085488,3,2,1,0,3,2,0.0
15186410,1,1,0,0,1,1,0.0
88717308,1,1,0,0,1,1,0.0
59215202,2,0,0,2,2,1,100.0
79715766,2,1,0,1,2,1,50.0
58267982,3,3,0,0,3,3,0.0
46719382,1,1,0,0,1,1,0.0
51710524,2,2,0,0,2,1,0.0
69255739,2,2,0,0,2,1,0.0
69987982,3,3,0,0,3,1,0.0
83487539,5,1,3,1,5,3,20.0
18427158,1,1,0,0,1,1,0.0
84812140,1,1,0,0,1,1,0.0
29931340,3,3,0,0,3,2,0.0
72741120,2,1,1,0,2,1,0.0
67917335,1,1,0,0,1,1,0.0
94805686,1,1,0,0,1,1,0.0
48390802,3,1,2,0,3,1,0.0
70192725,2,2,0,0,2,1,0.0
58554841,2,2,0,0,2,1,0.0
36693724,1,1,0,0,1,1,0.0
78733131,1,1,0,0,1,1,0.0
91994782,1,1,0,0,1,1,0.0
92303070,2,1,1,0,1,1,0.0
98930646,9,7,2,0,8,2,0.0
78976651,1,0,1,0,1,1,0.0
35320022,2,1,1,0,2,1,0.0
41095762,2,1,1,0,2,1,0.0
54153730,1,1,0,0,1,1,0.0
87342618,1,0,1,0,1,1,0.0
76477832,1,0,0,1,1,1,100.0
24928477,6,5,1,0,6,1,0.0
72260489,3,2,1,0,3,2,0.0
9163648,1,1,0,0,1,1,0.0
43965156,2,2,0,0,2,1,0.0
42021657,4,3,1,0,4,1,0.0
58563760,4,3,1,0,4,2,0.0
75652534,1,1,0,0,1,1,0.0
71724154,1,1,0,0,1,1,0.0
27485558,1,0,1,0,1,1,0.0
34647351,1,1,0,0,1,1,0.0
73997736,2,2,0,0,2,1,0.0
20630901,4,4,0,0,4,1,0.0
96919125,4,4,0,0,4,2,0.0
22831059,3,2,1,0,3,1,0.0
17513407,1,0,1,0,1,1,0.0
84548282,1,1,0,0,1,1,0.0
45091128,2,1,1,0,2,1,0.0
74870074,3,2,1,0,3,1,0.0
17026658,1,1,0,0,1,1,0.0
92042534,1,1,0,0,1,1,0.0
62746981,2,2,0,0,2,2,0.0
26052613,1,0,1,0,1,1,0.0
31491536,2,0,2,0,2,1,0.0
71378678,1,0,1,0,1,1,0.0
72922365,3,2,1,0,2,1,0.0
80691698,1,1,0,0,1,1,0.0
70873032,2,1,1,0,2,2,0.0
20888028,1,1,0,0,1,1,0.0
70242659,2,1,1,0,1,1,0.0
49293100,1,1,0,0,1,1,0.0
56192379,1,0,1,0,1,1,0.0
95963592,1,1,0,0,1,1,0.0
9805387,2,2,0,0,2,1,0.0
91250324,1,1,0,0,1,1,0.0
85581994,2,2,0,0,2,1,0.0
27437588,1,1,0,0,1,1,0.0
80252624,1,1,0,0,1,1,0.0
50724868,2,2,0,0,2,1,0.0
65790913,2,1,1,0,1,1,0.0
53154491,2,1,1,0,2,2,0.0
93163024,4,3,1,0,4,1,0.0
25951323,1,1,0,0,1,1,0.0
88631147,1,1,0,0,1,1,0.0
91630364,1,1,0,0,1,1,0.0
59229132,2,2,0,0,2,1,0.0
79907841,1,0,1,0,1,1,0.0
53970153,4,3,1,0,4,1,0.0
45024236,1,1,0,0,1,1,0.0
21807257,1,1,0,0,1,1,0.0
57488375,2,1,1,0,2,1,0.0
12494561,1,0,0,1,1,1,100.0
51372322,5,3,2,0,5,1,0.0
25042085,1,1,0,0,1,1,0.0
15748227,4,3,1,0,4,1,0.0
2596855,3,1,1,1,2,1,33.33
41330031,2,2,0,0,2,1,0.0
28759222,3,3,0,0,2,1,0.0
53361662,1,1,0,0,1,1,0.0
25737730,2,2,0,0,1,1,0.0
72007148,2,2,0,0,2,1,0.0
96415618,2,2,0,0,2,1,0.0
40452935,2,2,0,0,2,1,0.0
30023401,2,2,0,0,2,1,0.0
78923475,3,3,0,0,3,2,0.0
3330556,1,1,0,0,1,1,0.0
55227288,2,1,0,1,2,1,50.0
20243966,2,2,0,0,2,1,0.0
78097665,2,2,0,0,2,1,0.0
74635742,1,1,0,0,1,1,0.0
31263826,1,1,0,0,1,1,0.0
3052251,1,1,0,0,1,1,0.0
66466309,3,3,0,0,3,1,0.0
74147662,1,1,0,0,1,1,0.0
92165300,2,2,0,0,2,1,0.0
18346976,3,3,0,0,3,1,0.0
41558588,1,1,0,0,1,1,0.0
22360743,5,4,1,0,5,2,0.0
7153895,3,2,0,1,3,3,33.33
3064391,2,1,0,1,2,1,50.0
74544298,1,1,0,0,1,1,0.0
15702684,1,1,0,0,1,1,0.0
18985935,3,2,1,0,3,1,0.0
30491560,1,1,0,0,1,1,0.0
8248875,1,0,1,0,1,1,0.0
60654116,1,1,0,0,1,1,0.0
42512634,2,1,0,1,2,1,50.0
82840492,1,1,0,0,1,1,0.0
40637399,2,2,0,0,2,1,0.0
34639685,2,2,0,0,2,1,0.0
12129956,1,0,1,0,1,1,0.0
43134734,5,4,1,0,1,1,0.0
75280518,3,3,0,0,1,1,0.0
78963752,1,0,1,0,1,1,0.0
74497520,1,1,0,0,1,1,0.0
44645959,1,1,0,0,1,1,0.0
41847874,1,1,0,0,1,1,0.0
84140168,2,0,2,0,2,1,0.0
81901668,1,1,0,0,1,1,0.0
5340827,2,0,2,0,2,1,0.0
17651619,1,0,1,0,1,1,0.0
