category_level_4_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
12516796,15,13,2,0,14,0.0
98463618,231,155,64,12,154,5.19
38683681,119,74,33,12,107,10.08
95376421,69,45,17,7,64,10.14
71816061,91,68,13,10,70,10.99
66666126,124,86,24,14,64,11.29
28868993,5,3,2,0,5,0.0
52683023,5,3,2,0,5,0.0
88542242,14,11,3,0,10,0.0
93860438,24,21,3,0,24,0.0
36317390,14,9,4,1,11,7.14
35808344,86,48,24,14,44,16.28
78363987,107,51,32,24,78,22.43
76263112,57,34,17,6,48,10.53
6826065,135,80,44,11,90,8.15
7583249,19,13,4,2,14,10.53
84865363,15,13,2,0,15,0.0
72621429,15,12,1,2,15,13.33
5784693,6,1,4,1,6,16.67
85952514,9,5,2,2,6,22.22
2186413,86,62,24,0,76,0.0
12720094,28,14,9,5,22,17.86
19496684,80,51,22,7,70,8.75
47879384,20,14,4,2,20,10.0
43144639,63,40,23,0,53,0.0
73228646,13,10,3,0,13,0.0
85649679,12,6,6,0,12,0.0
63325682,17,7,8,2,15,11.76
60749905,32,23,5,4,29,12.5
50467688,74,29,18,27,52,36.49
39889261,23,15,7,1,21,4.35
77169485,12,5,7,0,12,0.0
74005776,40,37,2,1,38,2.5
16525692,59,30,21,8,27,13.56
16680151,11,7,2,2,10,18.18
23444260,26,13,7,6,21,23.08
21872333,41,29,5,7,36,17.07
89611609,90,36,38,16,72,17.78
57788149,88,52,31,5,58,5.68
3839352,5,5,0,0,5,0.0
25710002,118,85,24,9,88,7.63
16094879,22,10,7,5,16,22.73
65116044,21,9,8,4,17,19.05
19275628,381,298,81,2,345,0.52
56725565,321,249,66,6,304,1.87
63499263,17,11,5,1,16,5.88
41802327,35,19,12,4,32,11.43
58577246,89,60,21,8,87,8.99
70362452,6,6,0,0,6,0.0
56317808,9,9,0,0,8,0.0
8972266,34,25,9,0,25,0.0
78727462,22,12,10,0,15,0.0
37465080,3,2,1,0,3,0.0
28962883,1,1,0,0,1,0.0
99217847,30,26,3,1,30,3.33
17963413,2,2,0,0,2,0.0
22155762,3,2,1,0,2,0.0
84378971,117,107,8,2,112,1.71
91770118,10,10,0,0,9,0.0
96281701,23,14,4,5,14,21.74
38455850,46,32,10,4,43,8.7
70248477,25,13,12,0,21,0.0
41280194,35,26,8,1,34,2.86
28516627,17,6,7,4,12,23.53
53163593,18,13,4,1,14,5.56
81784681,42,20,8,14,37,33.33
20045711,40,26,6,8,32,20.0
56637695,59,31,11,17,29,28.81
94466503,10,9,0,1,10,10.0
63158750,2,2,0,0,2,0.0
79839787,33,19,14,0,33,0.0
24699076,25,17,5,3,21,12.0
44140188,123,51,40,32,88,26.02
30034428,48,37,7,4,39,8.33
16824546,7,5,2,0,7,0.0
59386969,2,2,0,0,2,0.0
99434075,1,1,0,0,1,0.0
843630,24,21,3,0,19,0.0
14691503,16,8,7,1,16,6.25
92401808,23,13,9,1,18,4.35
82945613,6,5,1,0,5,0.0
72699232,104,80,21,3,92,2.88
4906532,89,44,33,12,76,13.48
99940037,12,11,1,0,11,0.0
24752888,19,10,6,3,16,15.79
12884268,5,4,1,0,5,0.0
76444769,3,2,1,0,3,0.0
85883289,12,7,4,1,10,8.33
56609902,10,5,5,0,10,0.0
53374111,150,110,39,1,98,0.67
10443644,9,6,3,0,7,0.0
13223336,57,49,7,1,44,1.75
70426174,53,39,11,3,33,5.66
46453254,48,25,19,4,46,8.33
97808184,62,27,18,17,42,27.42
55072537,1,1,0,0,1,0.0
83291471,81,53,20,8,79,9.88
76338362,64,47,14,3,54,4.69
79569559,32,21,6,5,32,15.62
47415290,32,18,14,0,29,0.0
62878299,87,60,12,15,71,17.24
8298693,223,119,66,38,169,17.04
46569435,20,15,5,0,20,0.0
26363016,65,34,15,16,54,24.62
42991947,41,32,9,0,41,0.0
67343373,25,9,12,4,19,16.0
12534725,17,12,5,0,15,0.0
70324912,10,6,3,1,9,10.0
85480403,18,12,6,0,18,0.0
17454232,97,67,15,15,56,15.46
99215393,34,22,9,3,21,8.82
79237532,20,13,6,1,19,5.0
57789688,20,10,6,4,12,20.0
84582071,21,8,10,3,17,14.29
40724020,36,29,5,2,29,5.56
8621324,82,54,12,16,59,19.51
21679114,4,2,2,0,4,0.0
97939133,16,12,4,0,14,0.0
97953348,92,54,31,7,72,7.61
92256131,31,22,8,1,25,3.23
50602559,161,110,37,14,97,8.7
77946061,59,39,18,2,59,3.39
81868144,243,165,63,15,217,6.17
21474572,9,7,0,2,8,22.22
92728045,22,15,6,1,22,4.55
80789204,5,5,0,0,4,0.0
73126005,45,20,16,9,26,20.0
20940364,20,17,1,2,20,10.0
78383912,42,34,7,1,42,2.38
79460857,39,34,4,1,38,2.56
26048277,12,8,3,1,12,8.33
66683696,2,2,0,0,2,0.0
43841863,118,73,38,7,104,5.93
30955395,12,11,1,0,9,0.0
8028757,49,23,16,10,41,20.41
46408979,44,32,9,3,43,6.82
15073115,187,145,41,1,165,0.53
14805378,37,15,17,5,30,13.51
96885330,79,53,16,10,28,12.66
93317918,101,68,29,4,78,3.96
14568399,18,11,5,2,17,11.11
56661833,21,17,4,0,20,0.0
47717206,20,15,3,2,18,10.0
26420654,118,90,27,1,101,0.85
62221260,41,19,10,12,36,29.27
28489610,20,13,6,1,12,5.0
17483654,50,35,15,0,31,0.0
88527035,21,11,6,4,18,19.05
95432721,72,45,11,16,58,22.22
22920599,111,61,40,10,76,9.01
43119356,15,6,7,2,6,13.33
16502685,15,7,6,2,12,13.33
31267917,3,2,1,0,3,0.0
18237325,33,20,13,0,33,0.0
44302694,30,16,13,1,16,3.33
62980262,25,19,6,0,23,0.0
49030465,20,11,4,5,18,25.0
99242963,22,18,3,1,22,4.55
17339621,148,72,44,32,91,21.62
24289291,81,66,15,0,66,0.0
26535121,13,8,5,0,13,0.0
17866656,13,13,0,0,11,0.0
60060150,78,38,25,15,55,19.23
47695234,10,8,2,0,10,0.0
62658664,37,29,6,2,36,5.41
61822733,17,14,2,1,16,5.88
34755248,23,18,5,0,21,0.0
56567671,22,10,8,4,21,18.18
82685199,53,41,10,2,44,3.77
32256748,20,14,6,0,13,0.0
84471898,27,20,7,0,19,0.0
35436630,17,15,2,0,15,0.0
1702128,4,4,0,0,4,0.0
79824447,28,23,5,0,25,0.0
93114604,14,9,3,2,14,14.29
53706396,163,127,34,2,144,1.23
81789639,9,8,1,0,8,0.0
38627489,2,2,0,0,1,0.0
14973915,9,5,2,2,8,22.22
26528320,40,26,13,1,29,2.5
53531192,93,46,36,11,67,11.83
95920494,81,43,25,13,47,16.05
51871094,27,15,9,3,25,11.11
6656815,35,26,6,3,24,8.57
75095693,52,26,16,10,37,19.23
12516010,34,17,12,5,30,14.71
29835179,1,1,0,0,1,0.0
14434214,5,5,0,0,5,0.0
17495174,12,8,3,1,12,8.33
41452417,24,16,6,2,21,8.33
74961066,24,17,5,2,23,8.33
20252019,62,51,11,0,53,0.0
31155429,46,39,4,3,41,6.52
69156169,7,6,0,1,7,14.29
16697032,33,26,7,0,24,0.0
47454102,37,25,9,3,26,8.11
24083211,34,24,8,2,29,5.88
7857979,51,48,3,0,41,0.0
22548571,65,55,9,1,57,1.54
43691208,83,63,13,7,75,8.43
33640713,22,13,6,3,18,13.64
47975297,71,53,12,6,62,8.45
74013640,9,5,4,0,9,0.0
44091155,68,43,19,6,58,8.82
60195016,75,52,23,0,64,0.0
46346920,119,98,19,2,98,1.68
12465355,47,30,13,4,38,8.51
8592953,45,36,8,1,44,2.22
46291446,36,7,16,13,19,36.11
56226259,28,20,7,1,21,3.57
54283835,56,39,11,6,37,10.71
6173421,4,4,0,0,4,0.0
47052189,14,11,2,1,14,7.14
34702848,25,18,7,0,23,0.0
43260458,3,3,0,0,3,0.0
72669083,64,49,12,3,55,4.69
92547445,74,47,19,8,50,10.81
98729381,48,41,6,1,35,2.08
55637037,71,51,12,8,63,11.27
15421806,34,27,5,2,32,5.88
46201050,2,1,1,0,2,0.0
76769693,16,11,3,2,16,12.5
62458344,17,9,4,4,16,23.53
33338683,11,4,6,1,11,9.09
31801809,11,7,4,0,11,0.0
39651147,13,9,4,0,8,0.0
78198130,33,19,12,2,18,6.06
72158703,24,19,4,1,19,4.17
8514371,10,7,3,0,10,0.0
11952465,100,45,41,14,73,14.0
92598230,29,17,10,2,25,6.9
77155477,16,15,1,0,16,0.0
90295337,16,9,7,0,15,0.0
24053312,23,11,11,1,23,4.35
99381142,58,52,6,0,56,0.0
82307522,24,20,4,0,24,0.0
1139468,81,63,17,1,61,1.23
38829747,54,47,4,3,44,5.56
8915201,31,15,12,4,27,12.9
14387185,12,6,5,1,11,8.33
41044545,5,2,2,1,5,20.0
65939030,59,35,18,6,52,10.17
27348946,12,10,1,1,10,8.33
17736004,20,16,3,1,14,5.0
49595955,27,18,4,5,27,18.52
44934292,38,33,4,1,36,2.63
24213175,3,3,0,0,3,0.0
38760363,43,32,6,5,29,11.63
2415514,12,9,2,1,12,8.33
27301345,35,17,16,2,23,5.71
83354906,36,34,2,0,33,0.0
76528382,20,17,3,0,20,0.0
8077361,133,115,17,1,127,0.75
83293476,67,48,10,9,56,13.43
18873097,9,3,5,1,9,11.11
7401905,42,27,14,1,41,2.38
96674373,18,15,3,0,14,0.0
76048445,16,11,4,1,15,6.25
48729377,243,146,68,29,234,11.93
57781949,13,8,4,1,13,7.69
9179935,51,29,15,7,40,13.73
6062654,69,43,22,4,67,5.8
20913366,4,3,1,0,4,0.0
95107818,107,75,27,5,91,4.67
55178473,28,22,5,1,24,3.57
37042669,7,4,3,0,7,0.0
58075644,28,25,3,0,28,0.0
93472781,5,2,2,1,5,20.0
81996001,26,20,4,2,24,7.69
65455682,33,29,4,0,30,0.0
32896388,6,3,3,0,6,0.0
10409013,4,1,3,0,4,0.0
43548595,34,16,14,4,27,11.76
48899665,37,25,12,0,32,0.0
69778489,6,3,3,0,6,0.0
18156274,12,5,5,2,7,16.67
1933995,2,1,1,0,2,0.0
25741337,17,15,2,0,16,0.0
49336328,4,1,3,0,4,0.0
43401845,33,21,8,4,30,12.12
51669958,44,32,11,1,37,2.27
55189043,11,5,6,0,9,0.0
20329100,17,10,6,1,7,5.88
45381768,35,17,13,5,33,14.29
61284865,2,2,0,0,2,0.0
73256744,24,17,6,1,21,4.17
85605187,113,84,26,3,68,2.65
84837134,147,103,31,13,85,8.84
62719257,23,13,4,6,15,26.09
45644205,101,59,27,15,68,14.85
71355429,122,94,19,9,96,7.38
95660608,33,28,5,0,27,0.0
89431931,90,65,20,5,80,5.56
33376335,10,3,5,2,10,20.0
633973,100,69,26,5,96,5.0
40568179,10,8,2,0,9,0.0
74461683,38,32,4,2,37,5.26
39670791,56,31,16,9,42,16.07
97554746,19,12,5,2,17,10.53
37985620,19,15,4,0,16,0.0
91323881,38,34,4,0,37,0.0
22833995,6,3,2,1,6,16.67
11705974,15,12,3,0,10,0.0
44093192,92,56,24,12,77,13.04
15086244,21,13,6,2,12,9.52
78463305,1,1,0,0,1,0.0
24194290,89,58,26,5,83,5.62
10419505,15,8,6,1,13,6.67
35041658,57,24,23,10,38,17.54
78470717,2,2,0,0,2,0.0
10740837,13,4,7,2,9,15.38
68275329,20,17,2,1,20,5.0
79166259,6,5,0,1,6,16.67
59246801,69,50,12,7,51,10.14
93391190,14,9,3,2,14,14.29
28052624,11,7,4,0,11,0.0
17169720,61,51,8,2,58,3.28
859100,6,5,1,0,6,0.0
52386594,29,20,6,3,28,10.34
10950370,7,4,2,1,7,14.29
64929403,12,11,0,1,11,8.33
42450516,11,8,1,2,11,18.18
90842745,9,9,0,0,9,0.0
81514291,9,9,0,0,9,0.0
58518639,48,45,3,0,48,0.0
95869803,35,24,10,1,27,2.86
80469937,6,4,1,1,6,16.67
24321787,12,9,2,1,10,8.33
57585709,26,17,7,2,21,7.69
2031685,29,24,4,1,29,3.45
88207227,19,17,2,0,15,0.0
62615803,4,3,1,0,4,0.0
29454938,20,7,11,2,12,10.0
30618027,7,5,2,0,6,0.0
57267627,37,27,9,1,37,2.7
60775184,1,0,1,0,1,0.0
79412972,38,24,12,2,25,5.26
30235688,28,23,3,2,24,7.14
73984468,131,74,39,18,115,13.74
7288947,120,92,25,3,102,2.5
7685006,3,2,0,1,2,33.33
17851042,28,18,10,0,25,0.0
37104622,59,37,13,9,49,15.25
8609553,33,19,8,6,24,18.18
92641181,14,5,3,6,10,42.86
43884524,99,77,21,1,78,1.01
70549743,159,125,24,10,142,6.29
56063825,58,36,17,5,57,8.62
91928473,36,16,14,6,33,16.67
12355423,52,29,11,12,33,23.08
57944625,68,50,15,3,39,4.41
99163268,34,10,11,13,21,38.24
35683558,23,10,4,9,19,39.13
70981253,36,17,11,8,31,22.22
69363667,70,58,9,3,56,4.29
71544919,43,35,6,2,43,4.65
53677100,5,3,1,1,4,20.0
48054593,57,30,22,5,36,8.77
92641768,2,0,2,0,2,0.0
93858782,51,40,5,6,42,11.76
22052441,32,20,9,3,25,9.38
31877476,63,23,28,12,32,19.05
60750029,7,4,2,1,7,14.29
69583348,4,2,1,1,4,25.0
11341528,46,39,5,2,44,4.35
69013774,62,58,2,2,54,3.23
2966032,133,64,46,23,93,17.29
79615187,23,17,3,3,18,13.04
33346296,125,83,26,16,79,12.8
32606236,13,7,5,1,13,7.69
14463617,35,25,10,0,35,0.0
5414974,62,42,19,1,62,1.61
70912263,11,8,3,0,10,0.0
35431602,8,8,0,0,7,0.0
63580375,3,3,0,0,3,0.0
64363614,33,26,5,2,25,6.06
25690482,41,24,10,7,40,17.07
35586331,29,18,11,0,25,0.0
12818652,43,23,12,8,20,18.6
41709497,36,31,1,4,30,11.11
45483262,33,21,11,1,26,3.03
22905735,56,29,21,6,44,10.71
21575114,4,4,0,0,3,0.0
40418164,13,9,3,1,10,7.69
43217129,12,5,4,3,11,25.0
61311891,137,99,30,8,117,5.84
57634427,73,30,22,21,56,28.77
30318561,11,10,1,0,11,0.0
99040061,3,2,1,0,3,0.0
36509814,2,1,1,0,2,0.0
86771,28,17,8,3,22,10.71
84966974,18,14,3,1,17,5.56
33584965,7,6,1,0,6,0.0
78526888,42,33,6,3,40,7.14
47546863,91,83,7,1,90,1.1
64707896,15,14,1,0,15,0.0
57390082,42,31,5,6,39,14.29
10576460,2,2,0,0,2,0.0
89697246,13,4,5,4,11,30.77
41362574,6,5,0,1,6,16.67
83302378,70,39,27,4,57,5.71
74263210,6,2,3,1,3,16.67
49860134,32,25,7,0,32,0.0
37860853,36,25,10,1,28,2.78
8363672,9,4,3,2,8,22.22
57071519,55,42,10,3,53,5.45
4403098,15,9,4,2,12,13.33
57231757,25,13,8,4,25,16.0
43205626,50,45,5,0,48,0.0
68881298,28,22,5,1,26,3.57
11641020,1,1,0,0,1,0.0
96709883,199,138,54,7,111,3.52
32610289,45,34,8,3,45,6.67
32861374,8,8,0,0,8,0.0
52556996,61,44,16,1,49,1.64
77879966,83,64,15,4,63,4.82
86349208,74,30,27,17,52,22.97
59842635,12,12,0,0,12,0.0
22489591,95,53,28,14,69,14.74
78816743,32,17,6,9,25,28.12
73519190,22,10,7,5,15,22.73
47121555,8,7,0,1,8,12.5
55523497,40,29,8,3,33,7.5
24042603,39,30,8,1,31,2.56
81973503,20,11,8,1,14,5.0
18664538,16,13,3,0,16,0.0
72174228,55,40,7,8,49,14.55
4844234,9,7,2,0,6,0.0
41519514,11,5,3,3,11,27.27
65377154,9,5,3,1,9,11.11
46284910,8,8,0,0,6,0.0
98307355,9,5,4,0,9,0.0
49662577,6,3,1,2,5,33.33
70953481,36,31,5,0,36,0.0
14140802,16,12,2,2,10,12.5
67345535,37,31,3,3,30,8.11
17017965,20,12,6,2,19,10.0
25132151,48,20,16,12,32,25.0
47553783,11,10,1,0,11,0.0
99214918,3,2,1,0,3,0.0
9441946,45,19,23,3,27,6.67
92186795,1,1,0,0,1,0.0
24743089,99,69,28,2,80,2.02
53454214,19,10,5,4,10,21.05
78410060,29,24,5,0,26,0.0
14729718,44,34,8,2,36,4.55
6455817,116,92,24,0,104,0.0
48569681,144,118,20,6,127,4.17
3108618,25,13,8,4,22,16.0
41689778,11,5,2,4,11,36.36
38233274,21,10,10,1,17,4.76
16485772,28,18,4,6,25,21.43
82874382,5,4,1,0,5,0.0
33240143,6,4,2,0,5,0.0
85282086,20,17,3,0,20,0.0
98058875,17,14,3,0,17,0.0
88862064,29,22,5,2,28,6.9
91236092,24,15,7,2,21,8.33
38862002,5,4,1,0,5,0.0
17727670,30,24,5,1,23,3.33
74888762,1,1,0,0,1,0.0
80377750,55,50,4,1,48,1.82
2361596,31,23,7,1,30,3.23
40379757,51,48,3,0,48,0.0
99904288,3,3,0,0,3,0.0
16980816,51,25,16,10,36,19.61
10271283,16,7,5,4,13,25.0
50529712,70,48,15,7,66,10.0
22288612,5,2,3,0,5,0.0
30220062,9,4,2,3,9,33.33
83400596,9,6,2,1,9,11.11
21105228,5,4,1,0,5,0.0
2861113,30,22,7,1,29,3.33
18213171,28,19,9,0,27,0.0
84754755,1,1,0,0,1,0.0
53635952,12,9,3,0,12,0.0
9453794,10,8,2,0,9,0.0
51407962,2,0,2,0,1,0.0
40746527,61,57,4,0,53,0.0
22319494,48,36,11,1,43,2.08
91111547,72,64,7,1,67,1.39
40874035,43,25,14,4,43,9.3
30886726,12,5,5,2,9,16.67
65890867,76,37,31,8,59,10.53
54395994,5,4,1,0,5,0.0
66360655,27,19,8,0,26,0.0
6041933,63,43,16,4,36,6.35
74970865,10,7,3,0,8,0.0
75051561,2,2,0,0,2,0.0
86122421,96,70,19,7,80,7.29
82728376,57,49,6,2,44,3.51
64431147,11,6,4,1,10,9.09
98186517,38,22,13,3,36,7.89
70062657,6,6,0,0,5,0.0
79339317,9,7,1,1,9,11.11
66538480,35,27,8,0,33,0.0
29989605,21,12,4,5,17,23.81
45663780,2,2,0,0,2,0.0
72355241,53,35,16,2,43,3.77
24741793,1,1,0,0,1,0.0
59314585,4,1,2,1,4,25.0
3490114,19,15,4,0,19,0.0
58525429,10,7,3,0,9,0.0
63228442,7,7,0,0,6,0.0
53425918,5,3,1,1,5,20.0
67398597,9,8,1,0,6,0.0
13632015,6,4,2,0,4,0.0
24499478,50,44,6,0,50,0.0
61769946,54,33,21,0,40,0.0
2544309,17,13,4,0,15,0.0
27966216,11,8,3,0,11,0.0
36159637,77,70,5,2,68,2.6
73781105,23,17,4,2,20,8.7
91942340,22,15,7,0,22,0.0
55624647,7,6,1,0,7,0.0
66974721,30,21,9,0,27,0.0
63748916,2,1,1,0,2,0.0
89951423,28,26,0,2,26,7.14
19632078,54,27,17,10,47,18.52
99700792,7,4,2,1,7,14.29
23180766,14,12,2,0,13,0.0
57577361,2,2,0,0,2,0.0
43355145,31,26,5,0,29,0.0
98226580,8,7,0,1,8,12.5
51049693,9,4,4,1,9,11.11
41358306,26,20,5,1,25,3.85
65988510,17,9,6,2,8,11.76
89398563,3,1,2,0,3,0.0
57876640,102,69,31,2,88,1.96
48099176,67,42,24,1,32,1.49
85626523,3,3,0,0,3,0.0
80967372,29,20,8,1,28,3.45
66256265,19,13,5,1,19,5.26
64646809,8,6,2,0,8,0.0
79595752,18,17,1,0,17,0.0
20123563,22,19,3,0,21,0.0
86789998,38,22,11,5,38,13.16
59949299,43,25,15,3,41,6.98
6328066,24,16,8,0,24,0.0
76036988,5,5,0,0,5,0.0
64351367,6,3,3,0,6,0.0
60764757,10,3,4,3,10,30.0
80679607,102,66,28,8,41,7.84
97516884,12,4,8,0,11,0.0
89705417,24,18,5,1,18,4.17
28596238,80,60,19,1,67,1.25
87460138,13,6,4,3,7,23.08
54737130,22,18,4,0,19,0.0
43625896,9,5,3,1,9,11.11
48289594,30,23,5,2,26,6.67
19244005,39,32,6,1,37,2.56
85113004,3,2,1,0,3,0.0
40765213,94,71,18,5,76,5.32
21562875,12,9,2,1,11,8.33
15918514,15,10,5,0,10,0.0
19716574,13,12,1,0,13,0.0
36834284,17,13,4,0,15,0.0
93291645,71,42,23,6,69,8.45
27726138,57,27,17,13,33,22.81
94790915,75,50,18,7,71,9.33
95874417,7,7,0,0,6,0.0
2399886,74,64,10,0,70,0.0
11262642,46,26,15,5,36,10.87
70515363,13,6,5,2,13,15.38
86954412,19,4,8,7,18,36.84
22297416,1,0,1,0,1,0.0
21233823,1,0,1,0,1,0.0
74196356,22,18,3,1,21,4.55
76482125,46,24,20,2,30,4.35
20347107,20,7,9,4,19,20.0
95140252,29,21,6,2,28,6.9
99768752,10,9,1,0,10,0.0
7313522,19,9,8,2,15,10.53
68013416,15,12,1,2,14,13.33
90919918,6,5,1,0,6,0.0
70991229,35,30,3,2,35,5.71
96042428,3,3,0,0,3,0.0
88879212,3,2,1,0,3,0.0
3453509,22,17,1,4,21,18.18
47557350,10,6,2,2,9,20.0
51746643,21,15,5,1,19,4.76
12008503,11,7,2,2,11,18.18
10294908,30,17,10,3,17,10.0
29506221,51,39,11,1,34,1.96
74887014,13,9,1,3,11,23.08
20641386,25,16,5,4,19,16.0
44978732,6,4,1,1,5,16.67
76366230,1,0,1,0,1,0.0
22138625,8,7,1,0,8,0.0
32924956,2,2,0,0,2,0.0
86818626,79,41,24,14,60,17.72
60886802,8,8,0,0,8,0.0
73456617,50,39,11,0,44,0.0
51816627,39,28,7,4,23,10.26
31995764,11,6,3,2,10,18.18
51162399,54,22,24,8,46,14.81
90914404,18,16,2,0,16,0.0
79972603,13,10,3,0,13,0.0
61868983,14,7,4,3,10,21.43
51620243,33,21,8,4,29,12.12
70755811,60,32,16,12,58,20.0
82718011,5,2,3,0,5,0.0
45444348,69,61,8,0,58,0.0
92933183,2,2,0,0,2,0.0
16233642,1,0,0,1,1,100.0
48370611,33,32,0,1,26,3.03
99416798,15,15,0,0,13,0.0
69085424,11,4,3,4,11,36.36
80386006,27,22,3,2,21,7.41
23253852,18,16,1,1,17,5.56
7134361,7,4,2,1,7,14.29
95881352,14,12,2,0,14,0.0
41122261,28,19,7,2,27,7.14
48806986,1,1,0,0,1,0.0
27733742,28,18,9,1,24,3.57
99101987,30,23,4,3,28,10.0
95677817,19,12,5,2,16,10.53
92252877,2,2,0,0,2,0.0
50607478,29,15,7,7,22,24.14
68167707,61,43,15,3,50,4.92
69635116,62,55,7,0,59,0.0
39526070,52,31,19,2,44,3.85
62099927,4,4,0,0,4,0.0
68360743,7,3,4,0,7,0.0
10890203,4,1,3,0,4,0.0
5985321,9,5,2,2,9,22.22
92325007,17,12,4,1,14,5.88
40415421,1,1,0,0,1,0.0
36461740,21,15,4,2,16,9.52
25571774,8,3,5,0,7,0.0
23087473,8,8,0,0,8,0.0
73746036,3,3,0,0,3,0.0
1439317,16,10,6,0,15,0.0
54516958,5,5,0,0,5,0.0
88801857,16,13,3,0,15,0.0
95772099,9,5,4,0,8,0.0
91091611,21,13,4,4,16,19.05
89032569,14,9,3,2,14,14.29
39803632,2,2,0,0,2,0.0
4916139,33,22,10,1,21,3.03
87340606,5,3,0,2,5,40.0
65545121,22,14,8,0,22,0.0
27482242,28,18,7,3,22,10.71
58602300,30,18,9,3,21,10.0
66722812,23,8,9,6,22,26.09
14106834,58,37,15,6,52,10.34
55845834,22,14,5,3,18,13.64
4968321,71,46,18,7,64,9.86
81470609,5,5,0,0,5,0.0
15705575,127,100,25,2,112,1.57
4581975,9,9,0,0,8,0.0
1355046,1,1,0,0,1,0.0
92208769,16,9,4,3,15,18.75
90303894,33,29,4,0,26,0.0
74302212,10,10,0,0,10,0.0
1773275,33,20,13,0,31,0.0
37882776,26,17,9,0,24,0.0
83933508,62,54,6,2,56,3.23
56058719,1,0,1,0,1,0.0
63974695,10,4,2,4,6,40.0
47321911,18,14,4,0,16,0.0
76148580,2,1,1,0,2,0.0
86532471,11,6,3,2,7,18.18
64550031,13,12,1,0,13,0.0
84605441,74,60,12,2,70,2.7
23524416,7,7,0,0,7,0.0
72516057,20,16,3,1,19,5.0
52938924,8,5,2,1,7,12.5
74897372,43,21,17,5,36,11.63
97237472,41,23,16,2,35,4.88
76277810,51,35,15,1,23,1.96
33879211,30,22,8,0,30,0.0
32715477,20,16,4,0,17,0.0
64562462,32,24,5,3,27,9.38
68601933,28,21,4,3,26,10.71
93180690,6,3,3,0,6,0.0
99152042,24,13,11,0,24,0.0
57471707,21,16,5,0,18,0.0
1173854,18,12,5,1,17,5.56
40550248,35,25,6,4,34,11.43
76394354,9,4,5,0,8,0.0
43485805,26,12,7,7,15,26.92
69822146,20,15,2,3,15,15.0
87925448,4,2,1,1,4,25.0
76238038,1,0,1,0,1,0.0
8465071,5,4,1,0,5,0.0
73534641,7,4,2,1,4,14.29
25471620,9,4,5,0,9,0.0
73356207,3,2,0,1,3,33.33
3449009,24,20,4,0,24,0.0
90855121,24,15,4,5,21,20.83
87247954,46,20,18,8,37,17.39
59180988,41,25,13,3,37,7.32
26624955,16,14,1,1,16,6.25
96013721,42,38,3,1,37,2.38
62650526,2,2,0,0,2,0.0
76692103,14,9,5,0,13,0.0
63644820,54,44,9,1,53,1.85
77388811,22,17,3,2,17,9.09
87742203,22,11,8,3,13,13.64
54561675,36,22,10,4,24,11.11
60690072,3,3,0,0,3,0.0
85106625,3,3,0,0,3,0.0
62194011,7,6,1,0,7,0.0
98708992,6,2,2,2,6,33.33
72040805,5,3,2,0,5,0.0
54128511,7,6,1,0,7,0.0
61792440,18,6,10,2,16,11.11
64365823,27,19,6,2,19,7.41
76904564,27,26,1,0,26,0.0
92581390,27,25,2,0,26,0.0
31673142,3,3,0,0,3,0.0
66292404,7,5,2,0,6,0.0
93105425,3,3,0,0,2,0.0
30824595,58,28,24,6,50,10.34
53751010,48,28,14,6,41,12.5
38451653,17,10,6,1,17,5.88
43243751,17,15,2,0,16,0.0
28413533,7,3,3,1,7,14.29
64674726,15,9,4,2,14,13.33
86199662,24,11,8,5,22,20.83
25504449,49,32,17,0,49,0.0
85000253,15,10,3,2,13,13.33
33230368,15,8,3,4,11,26.67
43855435,19,15,4,0,17,0.0
64377326,15,11,4,0,13,0.0
47153697,18,11,5,2,13,11.11
18497838,51,24,16,11,45,21.57
33945054,20,13,6,1,15,5.0
30946502,19,11,6,2,19,10.53
48882134,54,26,20,8,41,14.81
70116707,8,7,1,0,8,0.0
70947225,29,20,6,3,24,10.34
45219513,8,6,1,1,8,12.5
61798769,27,21,4,2,24,7.41
12464124,4,2,1,1,4,25.0
3646164,16,10,6,0,12,0.0
60204611,29,14,12,3,28,10.34
70417917,11,8,3,0,11,0.0
81343868,2,0,1,1,2,50.0
43959701,14,11,3,0,14,0.0
35568584,37,19,10,8,24,21.62
56548701,17,7,10,0,12,0.0
60258189,31,21,7,3,21,9.68
17958995,26,15,6,5,26,19.23
54163376,89,49,29,11,67,12.36
62903720,8,2,6,0,8,0.0
87612021,16,12,3,1,15,6.25
38745866,43,28,11,4,40,9.3
38471983,20,17,3,0,18,0.0
12106657,4,4,0,0,4,0.0
84819607,40,30,4,6,32,15.0
68514302,12,8,4,0,10,0.0
12027596,2,2,0,0,2,0.0
30384501,39,27,9,3,38,7.69
28225491,45,34,9,2,37,4.44
36478168,22,12,7,3,20,13.64
4307973,43,33,8,2,41,4.65
26635925,4,4,0,0,3,0.0
27453640,1,0,1,0,1,0.0
7613089,16,14,1,1,16,6.25
25542467,41,26,8,7,36,17.07
97157713,41,31,9,1,38,2.44
49897663,7,4,2,1,7,14.29
52164589,58,35,11,12,43,20.69
6018239,1,1,0,0,1,0.0
96180860,44,27,16,1,39,2.27
65067490,34,11,19,4,33,11.76
30235401,10,8,1,1,9,10.0
19525173,14,7,4,3,12,21.43
46609715,11,6,5,0,8,0.0
29086460,3,3,0,0,2,0.0
20154691,6,1,4,1,5,16.67
17758370,23,19,4,0,16,0.0
8191895,2,2,0,0,2,0.0
